120
+0.000000000000000000000000000000E+00 -8.999999985098838806152343750000E-01 +0.000000000000000000000000000000E+00 +8.693004682688240669641288604907E-02 +8.693004682688240669641288604907E-02 +0.000000000000000000000000000000E+00 37 +1.053126808255910873413085937500E-02
+0.000000000000000000000000000000E+00 +8.999999985098838806152343750000E-01 +0.000000000000000000000000000000E+00 -8.692822951304110534742619620374E-02 -8.692822951304110534742619620374E-02 +0.000000000000000000000000000000E+00 37 +1.053126808255910873413085937500E-02
+0.000000000000000000000000000000E+00 -4.999999925494194030761718750000E-01 +0.000000000000000000000000000000E+00 +8.693348462686174837887875810338E-02 +8.693348462686174837887875810338E-02 +0.000000000000000000000000000000E+00 37 +1.053126808255910873413085937500E-02
+0.000000000000000000000000000000E+00 +4.999999925494194030761718750000E-01 +0.000000000000000000000000000000E+00 -8.692479171306176366496032414943E-02 -8.692479171306176366496032414943E-02 +0.000000000000000000000000000000E+00 37 +1.053126808255910873413085937500E-02
+0.000000000000000000000000000000E+00 -9.999998658895492553710937500000E-02 +0.000000000000000000000000000000E+00 +8.693617088495994571495373293146E-02 +8.693617088495994571495373293146E-02 +0.000000000000000000000000000000E+00 37 +1.053126808255910873413085937500E-02
+0.000000000000000000000000000000E+00 +9.999998658895492553710937500000E-02 +0.000000000000000000000000000000E+00 -8.692210545496356632888534932135E-02 -8.692210545496356632888534932135E-02 +0.000000000000000000000000000000E+00 37 +1.053126808255910873413085937500E-02
+0.000000000000000000000000000000E+00 +3.000000193715095520019531250000E-01 +0.000000000000000000000000000000E+00 +8.693764112274993127726929742494E-02 +8.693764112274993127726929742494E-02 +0.000000000000000000000000000000E+00 37 +1.053126808255910873413085937500E-02
+0.000000000000000000000000000000E+00 -3.000000193715095520019531250000E-01 +0.000000000000000000000000000000E+00 -8.692063521717358076656978482788E-02 -8.692063521717358076656978482788E-02 +0.000000000000000000000000000000E+00 37 +1.053126808255910873413085937500E-02
+0.000000000000000000000000000000E+00 +7.000000253319740295410156250000E-01 +0.000000000000000000000000000000E+00 +8.693764112276217148611578977579E-02 +8.693764112276217148611578977579E-02 +0.000000000000000000000000000000E+00 37 +1.053126808255910873413085937500E-02
+0.000000000000000000000000000000E+00 -7.000000253319740295410156250000E-01 +0.000000000000000000000000000000E+00 -8.692063521716132667993548466256E-02 -8.692063521716132667993548466256E-02 +0.000000000000000000000000000000E+00 37 +1.053126808255910873413085937500E-02
+0.000000000000000000000000000000E+00 -8.999999985098838806152343750000E-01 +0.000000000000000000000000000000E+00 +8.693617088515404045523382592364E-02 +8.693617088515404045523382592364E-02 +0.000000000000000000000000000000E+00 38 +1.053126808255910873413085937500E-02
+0.000000000000000000000000000000E+00 +8.999999985098838806152343750000E-01 +0.000000000000000000000000000000E+00 -8.692210545476947158860525632917E-02 -8.692210545476947158860525632917E-02 +0.000000000000000000000000000000E+00 38 +1.053126808255910873413085937500E-02
+0.000000000000000000000000000000E+00 -4.999999925494194030761718750000E-01 +0.000000000000000000000000000000E+00 +8.693348462714771407444658279928E-02 +8.693348462714771407444658279928E-02 +0.000000000000000000000000000000E+00 38 +1.053126808255910873413085937500E-02
+0.000000000000000000000000000000E+00 +4.999999925494194030761718750000E-01 +0.000000000000000000000000000000E+00 -8.692479171277579796939249945353E-02 -8.692479171277579796939249945353E-02 +0.000000000000000000000000000000E+00 38 +1.053126808255910873413085937500E-02
+0.000000000000000000000000000000E+00 -9.999998658895492553710937500000E-02 +0.000000000000000000000000000000E+00 +8.693004682721079678930919953928E-02 +8.693004682721079678930919953928E-02 +0.000000000000000000000000000000E+00 38 +1.053126808255910873413085937500E-02
+0.000000000000000000000000000000E+00 +9.999998658895492553710937500000E-02 +0.000000000000000000000000000000E+00 -8.692822951271270137674207489908E-02 -8.692822951271270137674207489908E-02 +0.000000000000000000000000000000E+00 38 +1.053126808255910873413085937500E-02
+0.000000000000000000000000000000E+00 +3.000000193715095520019531250000E-01 +0.000000000000000000000000000000E+00 +8.692645191218130451549228610020E-02 +8.692645191218130451549228610020E-02 +0.000000000000000000000000000000E+00 38 +1.053126808255910873413085937500E-02
